time,open,high,low,close,volume
2023-01-30 16:00:00+00:00,1929.12,1929.63,1924.4,1925.2,16086
2023-01-30 17:00:00+00:00,1925.2,1929.2,1923.45,1925.58,17639
2023-01-30 18:00:00+00:00,1925.58,1925.79,1922.58,1924.22,14674
2023-01-30 19:00:00+00:00,1924.22,1925.04,1921.89,1924.3,10787
2023-01-30 20:00:00+00:00,1924.3,1924.45,1922.3,1922.76,11198
2023-01-30 21:00:00+00:00,1922.76,1924.59,1920.75,1923.3,8685
2023-01-30 22:00:00+00:00,1923.3,1923.56,1921.17,1922.05,8465
2023-01-30 23:00:00+00:00,1922.05,1923.59,1921.98,1923.31,3085
2023-01-31 01:00:00+00:00,1922.88,1922.96,1921.64,1922.08,1564
2023-01-31 02:00:00+00:00,1922.08,1923.21,1921.04,1922.78,3713
2023-01-31 03:00:00+00:00,1922.78,1927.29,1922.54,1925.22,5302
2023-01-31 04:00:00+00:00,1925.22,1926.37,1924.17,1925.48,4472
2023-01-31 05:00:00+00:00,1925.46,1925.81,1920.81,1920.99,4125
2023-01-31 06:00:00+00:00,1921.01,1921.85,1918.83,1920.13,3493
2023-01-31 07:00:00+00:00,1920.14,1921.29,1917.0,1917.29,4930
2023-01-31 08:00:00+00:00,1917.29,1917.29,1912.0,1915.42,5037
2023-01-31 09:00:00+00:00,1915.42,1915.87,1912.43,1914.4,6964
2023-01-31 10:00:00+00:00,1914.39,1914.87,1905.04,1906.81,11117
2023-01-31 11:00:00+00:00,1906.81,1907.48,1902.61,1903.78,7883
2023-01-31 12:00:00+00:00,1903.77,1906.0,1902.23,1904.7,6073
2023-01-31 13:00:00+00:00,1904.7,1905.31,1901.15,1904.15,5381
2023-01-31 14:00:00+00:00,1904.15,1912.73,1900.8,1907.16,9526
2023-01-31 15:00:00+00:00,1907.18,1920.23,1906.36,1919.64,17036
2023-01-31 16:00:00+00:00,1919.63,1926.4,1918.5,1924.66,16847
2023-01-31 17:00:00+00:00,1924.66,1929.21,1920.5,1928.53,17956
2023-01-31 18:00:00+00:00,1928.53,1929.52,1926.28,1927.39,11713
2023-01-31 19:00:00+00:00,1927.39,1930.49,1926.74,1929.58,8464
2023-01-31 20:00:00+00:00,1929.56,1931.06,1928.67,1929.33,7152
2023-01-31 21:00:00+00:00,1929.33,1930.95,1928.33,1928.79,5199
2023-01-31 22:00:00+00:00,1928.79,1929.1,1927.2,1928.45,5849
2023-01-31 23:00:00+00:00,1928.43,1928.71,1927.74,1928.05,2562
2023-02-01 01:00:00+00:00,1928.31,1928.46,1927.04,1927.31,1307
2023-02-01 02:00:00+00:00,1927.32,1928.1,1926.61,1927.54,2644
2023-02-01 03:00:00+00:00,1927.54,1928.72,1925.55,1927.05,4740
2023-02-01 04:00:00+00:00,1927.05,1927.17,1924.5,1925.22,3677
2023-02-01 05:00:00+00:00,1925.24,1927.43,1924.96,1926.76,3138
2023-02-01 06:00:00+00:00,1926.76,1928.43,1925.54,1925.68,2750
2023-02-01 07:00:00+00:00,1925.69,1927.32,1925.16,1926.03,3458
2023-02-01 08:00:00+00:00,1926.0,1928.2,1925.77,1926.87,4388
2023-02-01 09:00:00+00:00,1926.87,1929.2,1924.1,1924.93,5913
2023-02-01 10:00:00+00:00,1924.93,1927.09,1923.25,1925.7,7321
2023-02-01 11:00:00+00:00,1925.69,1926.07,1923.51,1925.04,6369
2023-02-01 12:00:00+00:00,1925.04,1927.2,1923.71,1926.45,5548
2023-02-01 13:00:00+00:00,1926.45,1930.18,1925.83,1928.76,5496
2023-02-01 14:00:00+00:00,1928.76,1931.55,1927.94,1929.58,5518
2023-02-01 15:00:00+00:00,1929.59,1933.17,1926.83,1929.26,11707
2023-02-01 16:00:00+00:00,1929.27,1932.84,1926.55,1927.94,12747
2023-02-01 17:00:00+00:00,1927.94,1932.27,1922.76,1931.85,17480
2023-02-01 18:00:00+00:00,1931.86,1932.0,1924.44,1925.13,11016
2023-02-01 19:00:00+00:00,1925.13,1925.89,1920.47,1925.63,9821
2023-02-01 20:00:00+00:00,1925.64,1928.4,1924.76,1927.8,7899
2023-02-01 21:00:00+00:00,1927.8,1943.9,1921.28,1942.96,22036
2023-02-01 22:00:00+00:00,1943.01,1953.45,1939.14,1953.42,17672
2023-02-01 23:00:00+00:00,1953.42,1954.44,1949.51,1949.98,3553
2023-02-02 01:00:00+00:00,1950.5,1956.11,1950.5,1953.04,3740
2023-02-02 02:00:00+00:00,1953.04,1955.98,1950.8,1952.43,5451
2023-02-02 03:00:00+00:00,1952.43,1957.17,1951.25,1952.8,8634
2023-02-02 04:00:00+00:00,1952.8,1954.37,1951.78,1952.23,4854
2023-02-02 05:00:00+00:00,1952.23,1953.31,1951.45,1952.32,3240
2023-02-02 06:00:00+00:00,1952.31,1954.27,1951.72,1953.28,2827
2023-02-02 07:00:00+00:00,1953.29,1954.42,1952.37,1952.58,3849
2023-02-02 08:00:00+00:00,1952.54,1953.83,1951.22,1952.09,4823
2023-02-02 09:00:00+00:00,1952.09,1959.69,1952.08,1955.5,7551
2023-02-02 10:00:00+00:00,1955.5,1959.6,1954.69,1957.23,9204
2023-02-02 11:00:00+00:00,1957.22,1957.45,1953.62,1956.41,7625
2023-02-02 12:00:00+00:00,1956.43,1957.24,1951.55,1952.66,6631
2023-02-02 13:00:00+00:00,1952.66,1956.59,1952.15,1954.76,6359
2023-02-02 14:00:00+00:00,1954.76,1955.99,1952.74,1953.42,11371
2023-02-02 15:00:00+00:00,1953.43,1954.81,1943.29,1944.25,17697
2023-02-02 16:00:00+00:00,1944.25,1947.13,1921.12,1921.4,21558
2023-02-02 17:00:00+00:00,1921.38,1927.56,1917.31,1926.1,20997
2023-02-02 18:00:00+00:00,1926.1,1926.3,1914.95,1918.55,16351
2023-02-02 19:00:00+00:00,1918.55,1919.92,1911.8,1912.13,11858
2023-02-02 20:00:00+00:00,1912.16,1918.55,1911.71,1917.66,10378
2023-02-02 21:00:00+00:00,1917.65,1917.94,1912.03,1913.26,9435
2023-02-02 22:00:00+00:00,1913.26,1914.17,1911.3,1912.77,8894
2023-02-02 23:00:00+00:00,1912.76,1913.55,1911.36,1912.7,4167
2023-02-03 01:00:00+00:00,1912.28,1915.43,1911.72,1915.08,2512
2023-02-03 02:00:00+00:00,1915.08,1916.85,1914.0,1916.35,4114
2023-02-03 03:00:00+00:00,1916.35,1918.16,1915.57,1917.76,5929
2023-02-03 04:00:00+00:00,1917.76,1918.54,1915.89,1916.4,4837
2023-02-03 05:00:00+00:00,1916.4,1917.21,1915.46,1916.28,3175
2023-02-03 06:00:00+00:00,1916.28,1916.78,1913.78,1916.05,3131
2023-02-03 07:00:00+00:00,1916.05,1916.51,1914.26,1914.94,4162
2023-02-03 08:00:00+00:00,1914.94,1916.69,1913.97,1915.87,4628
2023-02-03 09:00:00+00:00,1915.87,1918.19,1910.02,1913.68,8275
2023-02-03 10:00:00+00:00,1913.68,1914.97,1910.81,1912.1,8149
2023-02-03 11:00:00+00:00,1912.1,1916.13,1910.33,1913.2,7113
2023-02-03 12:00:00+00:00,1913.22,1913.46,1909.46,1911.85,6180
2023-02-03 13:00:00+00:00,1911.86,1914.46,1909.28,1914.45,5939
2023-02-03 14:00:00+00:00,1914.45,1917.04,1914.19,1915.24,7155
2023-02-03 15:00:00+00:00,1915.23,1916.61,1882.72,1886.75,19199
2023-02-03 16:00:00+00:00,1886.73,1886.73,1875.28,1882.64,23869
2023-02-03 17:00:00+00:00,1882.64,1882.64,1869.06,1873.01,22988
2023-02-03 18:00:00+00:00,1873.03,1874.96,1865.62,1868.31,16475
2023-02-03 19:00:00+00:00,1868.31,1868.33,1862.66,1863.45,11881
2023-02-03 20:00:00+00:00,1863.45,1866.33,1861.36,1865.17,11543
2023-02-03 21:00:00+00:00,1865.17,1866.53,1863.37,1865.66,8934
2023-02-03 22:00:00+00:00,1865.65,1866.97,1864.5,1864.77,7482
2023-02-03 23:00:00+00:00,1864.77,1866.31,1864.26,1865.72,1888
2023-02-06 01:00:00+00:00,1862.7,1869.85,1860.04,1865.48,4842
2023-02-06 02:00:00+00:00,1865.48,1870.03,1863.61,1869.78,5225
2023-02-06 03:00:00+00:00,1869.78,1873.47,1864.75,1872.75,8730
2023-02-06 04:00:00+00:00,1872.75,1876.02,1871.59,1873.49,6371
2023-02-06 05:00:00+00:00,1873.49,1876.65,1872.33,1876.51,4002
2023-02-06 06:00:00+00:00,1876.5,1878.57,1876.2,1878.34,3801
2023-02-06 07:00:00+00:00,1878.34,1878.64,1875.18,1877.95,3866
2023-02-06 08:00:00+00:00,1877.95,1878.77,1875.87,1876.46,3559
2023-02-06 09:00:00+00:00,1876.46,1877.49,1874.27,1875.88,6044
2023-02-06 10:00:00+00:00,1875.85,1881.24,1875.51,1878.1,8735
2023-02-06 11:00:00+00:00,1878.09,1878.66,1870.1,1873.17,9473
2023-02-06 12:00:00+00:00,1873.17,1874.08,1871.47,1872.29,7804
2023-02-06 13:00:00+00:00,1872.26,1872.66,1868.19,1871.56,6680
2023-02-06 14:00:00+00:00,1871.56,1874.03,1871.4,1872.29,6343
2023-02-06 15:00:00+00:00,1872.29,1873.34,1868.35,1871.58,13258
2023-02-06 16:00:00+00:00,1871.58,1875.73,1870.13,1873.79,16021
2023-02-06 17:00:00+00:00,1873.79,1873.91,1863.0,1865.91,16952
2023-02-06 18:00:00+00:00,1865.92,1869.94,1865.02,1866.4,13478
2023-02-06 19:00:00+00:00,1866.4,1867.06,1863.53,1865.94,10426
2023-02-06 20:00:00+00:00,1865.93,1868.51,1864.26,1868.12,8215
2023-02-06 21:00:00+00:00,1868.12,1871.23,1865.3,1865.7,7602
2023-02-06 22:00:00+00:00,1865.71,1869.78,1865.21,1868.28,7398
2023-02-06 23:00:00+00:00,1868.42,1869.47,1866.88,1867.62,2237
2023-02-07 01:00:00+00:00,1867.18,1868.53,1866.82,1868.5,1120
2023-02-07 02:00:00+00:00,1868.5,1870.92,1868.31,1869.93,2674
2023-02-07 03:00:00+00:00,1869.96,1873.49,1869.93,1873.49,5484
2023-02-07 04:00:00+00:00,1873.49,1875.08,1871.69,1874.4,4225
2023-02-07 05:00:00+00:00,1874.4,1875.59,1872.66,1872.79,4043
2023-02-07 06:00:00+00:00,1872.79,1874.62,1871.65,1873.1,2796
2023-02-07 07:00:00+00:00,1873.1,1874.94,1872.73,1874.93,3006
2023-02-07 08:00:00+00:00,1874.94,1876.9,1873.3,1874.48,3917
2023-02-07 09:00:00+00:00,1874.48,1876.36,1872.69,1876.12,5734
2023-02-07 10:00:00+00:00,1876.12,1877.7,1871.77,1872.31,10017
2023-02-07 11:00:00+00:00,1872.31,1877.95,1871.09,1873.32,7459
